fix_priority,fix_category,name,prefecture,landmark,lat,lng,reliability,reason
1,①座標重複（同一座標に複数スポット）,第9白鳳(ピムデブケガ),山梨県,明石山脈北岳(3193m)山頂,35.6747908,138.238854,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第2白銀麟(フエオフイエ),岐阜県,東仙峡金山湖(弓掛川サイドの湖上部),35.7835549,137.159365,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第8緑鳳(ヨエーイ),岐阜県,東仙峡金山湖の上流部,35.7835549,137.159365,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第3赤武(セレウヒルン),東京都,,34.60513673,139.3996,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第7赤鳳(ヨエナル),東京都,,24.25509999,140.4916481,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第7銀武(ヌエゲケルン),東京都,菅原神社境内の厳島神社の池,35.6764225,139.650027,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第2赤武(スエヘルエ),熊本県,,32.8594427,130.7969149,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第9赤武(セオドビエン),熊本県,,32.8594427,130.7969149,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第5黒鳳(ソイル),石川県,「石川護国神社」の境内の願掛けの五葉松に龍管が入力し、また魔界ナグは神社の拝殿内に開いている。,36.5597129,136.6644354,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第6白銀武(ハエル・フイ),石川県,兼六園(霞ケ池),36.5627194,136.6625434,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第1赤武(シエオアブン),神奈川県,,35.4913535,139.284143,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第3赤鳳(ヨオエオオル),神奈川県,,35.24099153,139.2170067,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第5赤鳳(ヨケルエピル),神奈川県,,35.4913535,139.284143,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第4赤鳳(ヨイオクル),福島県,,37.3834373,140.1832516,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第6赤龍(レオピグエン),福島県,,37.3834373,140.1832516,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第7赤武(ソケイウエオ),福島県,,37.88518301,141.9088865,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第1緑龍(ヘクエヨルン),秋田県,田沢湖北岸の湖底(御座石神社),39.7516029,140.6505312,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第3銀龍(カイクビオケ),秋田県,田沢湖の湖底(御座石神社湖岸から200m沖合):【ヤエゲリア龍神】,39.74912515,140.6505442,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第2黄龍(ホフルキエイ),群馬県,照葉峡(11個の滝の中で翡翠の滝に入力),36.5605388,138.8799972,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第6黄龍(ヒエコ・クエ),群馬県,蛇喰(じゃばみ)渓谷のパーキングエリア付近,36.19693374,138.9936689,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第4赤武(セピナエイ),茨城県,,36.2193571,140.1832516,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第8赤龍(レケイアゲア),茨城県,,36.3753963,140.4538621,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第2赤麟(フリオキオン),長崎県,,31.00041739,126.6068425,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第5赤武(ソイオヌエ),長崎県,,32.78041217,130.2672618,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第9銀鳳(フイルヌオナ),長崎県,大瀬崎断崖の先端部,32.61263598,128.5983884,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第8黒麟(ルイク),静岡県,「(米之宮)浅間(せんげん)神社」境内の御神木(夫婦木)に龍管が入力し、本殿の御身体に魔界ナグが開いている。,35.16142837,138.6571176,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第5金武(ガエロヤエル),高知県,足摺岬から南方300kmの海溝の底(深度4400m):【ヤエゲリア龍神】,30.22215919,132.973575,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第8白銀鳳(ヌクイ・ビベ),高知県,足摺岬先端部(足摺灯台),32.7241601,133.0202598,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第2黒武(ツイン),鳥取県,「樂樂福(ささふく)神社」の白蛇神の社に龍管が入力されており、また本殿内部に魔界ナグが開いている。,35.3573161,133.4066618,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第7赤麟(ホイエゲ),鳥取県,,35.3573161,133.4066618,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第1赤龍(リユカルエル),鹿児島県,,30.84555979,129.4306757,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第6赤鳳(イエエアイア),鹿児島県,,31.3911958,130.8778586,low,同一座標重複
1,①座標重複（同一座標に複数スポット）,第6赤麟(ホケカルイン),鹿児島県,,31.3911958,130.8778586,low,同一座標重複
2,②地形系（池）,第8白銀麟(ケゴオヌセガ),三重県,伊勢神宮の内宮池,34.45622010928824,136.72414065161811,check,landmark:池
2,②地形系（池）,第9紫麟(ヘウエキルン),三重県,皇大神宮(伊雑宮: いざわのみや)の池,34.380181,136.8089441,check,landmark:池
2,②地形系（岬）,第9青麟(ヨエヨイール),三重県,大王埼岬海岸の岩場,34.27561688682599,136.8994458770678,check,landmark:岬
2,②地形系（池）,第1白銀鳳(ナエコフルン),京都府,平安神宮東神苑の栖鳳池,35.0160954,135.7840533,check,landmark:池
2,②地形系（池）,第1紫鳳(ベイルルイン),京都府,京都御所内の御内庭の池(反橋付近),35.0255767,135.7632325,check,landmark:池
2,②地形系（岬）,第1青龍(ヌーレヨイゴ),京都府,経ヶ岬(きょうがみさき)突端の岩場,35.7771183,135.2233915,check,landmark:岬
2,②地形系（岳）,第2白麟(キエオブエオ),京都府,芦見谷川渓谷(地蔵山と竜ヶ岳の境),35.0753086,135.6236864,check,landmark:岳
2,②地形系（池）,第4緑麟(レリノ・ヌイ),京都府,宝泉院(鶴亀庭園の池),35.1212636,135.8341054,check,landmark:池
2,②地形系（池）,第5銀武(ブオルケルン),京都府,伏見稲荷大社の周辺の谺(こだま)ヶ池,34.9676945,135.7791876,check,landmark:池
2,②地形系（岳）,第7橙武(ルイケヒオリ),京都府,長老ヶ岳(959m),35.3032772,135.4741822,check,landmark:岳
2,②地形系（滝壺）,第4黄龍(ヘキケー),兵庫県,阿瀬渓谷(坐禅の滝の滝壺),35.45437543054424,134.66588129685297,check,landmark:滝壺
2,②地形系（岩場）,第6青武(テケエグエル),兵庫県,大引の鼻海岸線の岩場,35.6609184,134.6483973,check,landmark:岩場
2,②地形系（山頂）,第8白龍(ニウグネキゲ),兵庫県,六甲山最高峰の山頂岩倉(931m),34.7779857,135.2637084,check,landmark:山頂
2,②地形系（滝）,第8銀武(ニーケ・ガク),兵庫県,天滝渓谷(滝から600m下流域),34.6230658,138.8724468,check,landmark:滝
2,②地形系（岬）,第1紫武(ヘイカナイレ),北海道,知床岬の突端の岩場,44.3440888,145.332628,check,landmark:岬
2,②地形系（山頂）,第1紫麟(ネクレ・ニエルリ),北海道,利尻山(1721m)の山頂,45.1805888,141.2411723,check,landmark:山頂
2,②地形系（池）,第2金武(ガザジー),北海道,北海道神宮境内の池,43.054333,141.3077928,check,landmark:池
2,②地形系（山頂）,第2銀武(キエスアケギ),北海道,芦別岳(1726m)の山頂,43.2357465,142.2834814,check,landmark:山頂
2,②地形系（岬）,第2青龍(クア),北海道,宗谷岬の突端の岩場(日本最北端),45.5229095,141.9365885,check,landmark:岬
2,②地形系（峡）,第2黄麟(キーリ),北海道,層雲峡の大函(おおばこ)峡,43.6990317,143.0162765,check,landmark:峡
2,②地形系（湿原）,第4群青鳳(ヨエイヒケル),北海道,釧路川湿原(美留川合流点の下流500m),43.1155344,144.4318361,check,landmark:湿原
2,②地形系（島）,第4銀龍(ナウエリ),北海道,摩周湖(中島: カムイシュ島),43.5872284,144.5237617,check,landmark:島
2,②地形系（岬）,第4青武(フエリン),北海道,地球岬の突端岩場,42.3018213,141.0018492,check,landmark:岬
2,②地形系（湖）,第5橙麟(ルアニーエ),北海道,雄阿寒岳(1370m)・阿寒湖,43.4539691,144.164555,check,landmark:湖
2,②地形系（山頂）,第5白鳳(ロヨゼコプル),北海道,日高山脈幌尻岳(2052m)の山頂,42.7194024,142.6828594,check,landmark:山頂
2,②地形系（湖底）,第5緑武(ケオイリーケ),北海道,ウトナイ湖の湖底,42.6979507,141.7128318,check,landmark:湖底
2,②地形系（岬）,第5青鳳(プエリピオ),北海道,襟裳岬の突端の岩場(北海道最南端),41.9246455,143.249249,check,landmark:岬
2,②地形系（湖）,第6白銀鳳(ビオルケグノ),北海道,然別湖(湖畔北西部の沢),43.2722687,143.1181803,check,landmark:湖
2,②地形系（湖底）,第7緑龍(ヒウゲイルア),北海道,パンケ沼の中央湖底,45.0334606,141.7157331,check,landmark:湖底
2,②地形系（岬）,第7青麟(フゲエフルン),北海道,白神岬の突端の岩場,41.39704,140.1972746,check,landmark:岬
2,②地形系（峡）,第7黄武(レーゲアオル),北海道,赤岩青巖(せいがん)峡の二つ岩の流域,44.0602545,144.2476533,check,landmark:峡
2,②地形系（湖）,第8金麟(ハオヨオ),北海道,屈斜路湖北岸(シケレペンベツ川河口付近),43.6717602,144.2958312,check,landmark:湖
2,②地形系（岩場）,第8青武(ツオイヒルイ),北海道,宮津弁天の岩場,35.535626,135.1956327,check,landmark:岩場
2,②地形系（岬）,第8青鳳(ヤフイリンオ),北海道,神威岬の先端部の岩場,45.0599852,142.5043414,check,landmark:岬
2,②地形系（湖）,第9緑鳳(ヨウゲギール),北海道,知床五湖の中の(三湖),44.128406,145.0818705,check,landmark:湖
2,②地形系（岩場）,第4青龍(ビーオバ),千葉県,犬吠埼海岸の岩場,35.7080972,140.8692245,check,landmark:岩場
2,②地形系（島）,第5青麟(ラエリオ),千葉県,房総半島最南端の野島崎の海岸,34.9004463,139.8881935,check,landmark:島
2,②地形系（島）,第7青武(ツエリゲイン),千葉県,大弁天島海岸の弁天岩:【ヤエゲリア龍神】,35.0907792,140.1099811,check,landmark:島
2,②地形系（滝）,第7黄麟(ゴイウオ),千葉県,梨沢渓谷の大滝の下流200m(黒瀬),35.1797176,139.8994822,check,landmark:滝
2,②地形系（岬）,第5青龍(ヒエグブルン),和歌山県,潮岬(しおのみさき)突端の岩場,33.4369373,135.761536,check,landmark:岬
2,②地形系（島）,第6青鳳(ユエケナリブ),和歌山県,友ヶ島の西海岸(アメダスの向いの海岸),34.2816366297389,134.9996724529249,check,landmark:島
2,②地形系（滝壺）,第7白鳳(スウニブオン),和歌山県,那智の大滝(133m)の滝壺,33.67426065575994,135.88767418270157,check,landmark:滝壺
2,②地形系（岩場）,第1青鳳(ヨオオラエラ),大分県,鶴御崎先端の岩場(九州最東端),32.9323075,132.0836532,check,landmark:岩場
2,②地形系（峡）,第1黄麟(ギエオライラ),大分県,猿飛千壺(さるとびせんつぼ)峡の魔林峡,33.4317687,130.9986195,check,landmark:峡
2,②地形系（岳）,第3橙龍(クエヌエ),大分県,由布岳(1583m),33.282333,131.3903704,check,landmark:岳
2,②地形系（海岸）,第3白銀武(ヌリ・デキキ),大分県,金比羅鼻の周辺海岸岩石,33.6703739,131.6617351,check,landmark:海岸
2,②地形系（池）,第8橙武(ナエレ),大分県,久住連山の中岳(1791m)・御池,33.1082158,131.2913574,check,landmark:池
2,②地形系（峡）,第2黄鳳(テイゲー),大阪府,摂津峡の八畳岩と第二キャンプ場の間付近,34.8824247,135.5859012,check,landmark:峡
2,②地形系（池）,第5紫麟(クイピキオエ),大阪府,住吉大社の池(太鼓橋から北側),34.6125177,135.4922306,check,landmark:池
2,②地形系（岳）,第1橙麟(リエオヌエル),奈良県,大峰山脈の三上(さんじょう)ヶ岳(1719m),34.7108399,135.7280599,check,landmark:岳
2,②地形系（岳）,第2橙鳳(ネイグビル),奈良県,伯母子(おばこ)岳(1344m),34.0773701,135.6518267,check,landmark:岳
2,②地形系（湖底）,第2緑龍(フエ・ルクゴ),奈良県,布目湖南岸の湖底,34.6910701,135.9794897,check,landmark:湖底
2,②地形系（池）,第2群青武(フナニ・ガリ),奈良県,橿原神宮の境内南の深田池,34.4857941,135.7857235,check,landmark:池
2,②地形系（沼）,第3緑武(ケイルイア),宮城県,潟沼(かたぬま: カルデラ湖),38.7333927,140.7245253,check,landmark:沼
2,②地形系（島）,第3青龍(ヤエル),宮城県,金華山島の最東端の海岸の岩場,38.2971306,141.5713429,check,landmark:島
2,②地形系（池）,第9白銀鳳(ヒリンニキリ),宮城県,月山池(がっさんいけ),38.2615666,140.7492248,check,landmark:池
2,②地形系（源流）,第1白武(マヨベフヌユ),宮崎県,高千穂渓谷(真名井の滝)五ヶ瀬川源流点,32.7024539,131.300921,check,landmark:源流
2,②地形系（滝壺）,第2銀龍(ギエキニリヨ),宮崎県,おせりの滝(三段滝)の滝壺,32.6834182,131.3237979,check,landmark:滝壺
2,②地形系（滝壺）,第4金鳳(ヒクイヌオオ),宮崎県,鹿川(ししがわ)渓谷の滝壺,32.7041387,131.4778182,check,landmark:滝壺
2,②地形系（岬）,第7青龍(ベールキエゴ),宮崎県,都井岬の突端の岩場,31.3659857,131.332677,check,landmark:岬
2,②地形系（峰）,第2橙武(レーヌヨエル),富山県,白木峰(しらきがみね: 1596m),36.4155846,137.1121349,check,landmark:峰
2,②地形系（池）,第2緑鳳(ヘオウル),富山県,ミクリガ池(2405m) 立山連峰,36.5880033,137.5978439,check,landmark:池
2,②地形系（岳）,第4橙麟(レキエヌエリ),富山県,大日連峰の大日岳(2501m),36.5998161,137.5492415,check,landmark:岳
2,②地形系（山頂）,第7白銀麟(クエオアオイ),富山県,北アルプス薬師岳(2926m)の山頂,36.4692771,137.5449941,check,landmark:山頂
2,②地形系（峡）,第7白麟(ネケコ・ナゲ),富山県,黒部渓谷の下廊下(白竜峡),36.6093679,137.6870664,check,landmark:峡
2,②地形系（島）,第3青麟(クアケアギゼ),山口県,俵島の柱状節理海岸,34.3925377,130.9333,check,landmark:島
2,②地形系（峰）,第5橙武(レオイオエ),山口県,十種(とくさ)ヶ峰(989m),34.4519938,131.6958157,check,landmark:峰
2,②地形系（池）,第5紫龍(グアコヒール),山口県,山口大神宮(内宮: 西のお伊勢様)の池,34.1847727,131.4680607,check,landmark:池
2,②地形系（岬）,第8青龍(ヘエエヒアル),山口県,金ノ弦(かねのつる)岬の灯台の岩場,33.9319897,131.2664247,check,landmark:岬
2,②地形系（峡）,第9黄麟(コエギケーナ),山口県,寂地(じゃくち)峡の龍頭の滝,34.4301094,132.0532856,check,landmark:峡
2,②地形系（山頂）,第5白麟(ニエガ・ケケ),山形県,鳥海山(出羽富士)山頂(2236m),39.0988592,140.0440705,check,landmark:山頂
2,②地形系（峡）,第8群青鳳(ナエオイーギ),山形県,赤芝峡眺望台(JR鉄橋眼下付近),38.0784284,139.7081372,check,landmark:峡
2,②地形系（湖）,第2白銀武(フェケイ),山梨県,山中湖(富士五湖)湖岸(鯨の腹部)から200m沖,35.4185515,138.8774803,check,landmark:湖
2,②地形系（湖）,第2緑麟(レーヨヒルン),山梨県,精進湖(富士五湖の一つ)の北西湖岸,35.4901675,138.6075698,check,landmark:湖
2,②地形系（滝壺）,第4黄鳳(ツエケオゲイ),山梨県,西沢渓谷の七つ釜五段の滝の真ん中の滝壺,35.8646074,138.7317212,check,landmark:滝壺
2,②地形系（山頂）,第5白銀鳳(ベーテカ),山梨県,農鳥岳(3026m)の山頂,35.6250432,138.2297251,check,landmark:山頂
2,②地形系（滝壺）,第3群青鳳(パエルヤ),岐阜県,付知(つけち)峡不動滝の滝壺,35.6975718,137.4420018,check,landmark:滝壺
2,②地形系（山頂）,第6白武(アタギシオナ),岐阜県,飛騨山脈穂高岳(3190m)の山頂:【ヤエゲリア龍神】,36.3308832,137.5961635,check,landmark:山頂
2,②地形系（湖）,第8緑武(ゲギエヌエネ),岐阜県,伊自良湖(人工溜池),35.564358,136.7028349,check,landmark:湖
2,②地形系（滝壺）,第9白武(グウイ・クオ),岡山県,山乗渓谷の不動滝(20m)の滝壺,35.2490046,133.7916718,check,landmark:滝壺
2,②地形系（岩場）,第2青鳳(ヨイウオヒレ),岩手県,魹(とど)ヶ崎の岩場(本州最東端),39.5455706,142.0712364,check,landmark:岩場
2,②地形系（湖）,第3白銀鳳(ダウギゲルジ),岩手県,岩洞湖(レストハウスの北対岸周辺),39.8278685,141.3639107,check,landmark:湖
2,②地形系（鍾乳洞）,第3白龍(シジキルチニ),岩手県,安家(アッカ)鍾乳洞,39.9600811,141.6799654,check,landmark:鍾乳洞
2,②地形系（池）,第4群青龍(ナイラ),岩手県,達谷窟(たっこくのいわや)の池,38.9682504,141.0582787,check,landmark:池
2,②地形系（山頂）,第6白龍(ゾンヤワルネ),岩手県,八幡平山頂(1614m),39.9577891,140.8541351,check,landmark:山頂
2,②地形系（沼）,第8緑麟(ルエガレイオ),岩手県,八幡沼(標高1560m)の湿地沼,39.9561754,140.8620834,check,landmark:沼
2,②地形系（湖）,第8黄武(ラエアケール),岩手県,龍泉洞(第3地底湖の中),39.8626061,141.7920245,check,landmark:湖
2,②地形系（滝壺）,第7緑武(ケールニーエ),島根県,龍頭(りゅうず)ヶ滝(雄滝)の滝壺,35.4144995,133.0094462,check,landmark:滝壺
2,②地形系（湖底）,第5緑鳳(ヤイガイーア),広島県,神龍湖の湖底(帝釈峡),34.8446705,133.2252777,check,landmark:湖底
2,②地形系（峡）,第5黄龍(フエケール),広島県,三段峡(黒淵),34.6001379,132.2076084,check,landmark:峡
2,②地形系（峰）,第3白銀龍(プエキリア・グオ),徳島県,山系中腹の岩峰群の龍神岩,34.0700223,134.5274724,check,landmark:峰
2,②地形系（峡）,第4群青武(フエオラリガ),徳島県,大歩危(おおぼけ)峡(大歩危エメラルド),33.893267,133.7569797,check,landmark:峡
2,②地形系（滝）,第5白銀麟(グエオケキア),徳島県,殿川内(とのかわち)渓谷(百間滝の500m上流部),33.9113162,134.3684522,check,landmark:滝
2,②地形系（岬）,第1青麟(ヨエレガイア),愛媛県,伊方半島の佐田岬の突端岩場(四国最西端),33.343022,132.0149366,check,landmark:岬
2,②地形系（岩場）,第6黄鳳(タキイナエレ),愛媛県,鈍川(にぶかわ)渓谷のもみじの道付近の岩場,33.9847264,132.940399,check,landmark:岩場
2,②地形系（鍾乳洞）,第8白武(ヨエアエエ・オオ),愛媛県,四国カルスト五段高原地下の鍾乳洞内部(地下200m),33.4764746,132.9844879,check,landmark:鍾乳洞
2,②地形系（峡）,第3黄麟(ケイケイール),愛知県,羽左(はざ)の窪(くぼ)峡,35.3116492,136.9425693,check,landmark:峡
2,②地形系（滝）,第5黄武(リーウネガ),愛知県,大滝渓谷の王滝橋の近辺,35.0675593,137.2429624,check,landmark:滝
2,②地形系（岬）,第7白銀鳳(ヤイヨエズロ),愛知県,羽豆岬灯台の下の岩場,34.6955294,136.9722806,check,landmark:岬
2,②地形系（山頂）,第8白麟(ケイエ・ネイ),愛知県,茶臼山の山頂(1416m),34.9103096,137.514181,check,landmark:山頂
2,②地形系（岬）,第9青鳳(ピグアオイ),愛知県,伊良湖岬(灯台)の海岸の岩場,34.5794465,137.016122,check,landmark:岬
2,②地形系（岩場）,第1青武(テフオニーレ),新潟県,判官舟かくしの海岸岩場(角田灯台),37.7935005,138.8200339,check,landmark:岩場
2,②地形系（岬）,第4青麟(ケールイ),新潟県,佐渡の弾埼岬の海岸淵,38.0183025,138.3681401,check,landmark:岬
2,②地形系（湿原）,第5白銀龍(ゼデワナズギ),新潟県,たきがしら湿原の旧湿地帯,37.5586864,139.5172215,check,landmark:湿原
2,②地形系（湖）,第6緑武(アキイヌイ),新潟県,瓢湖(ひょうこ),37.8383791,139.2374523,check,landmark:湖
2,②地形系（峡）,第6黄麟(カエコケゲル),新潟県,清津峡の柱状節理の近辺,36.9615716,138.7573637,check,landmark:峡
2,②地形系（岬）,第6群青武(ヘウヌイール),東京都,八丈島の三根岬の突端の岩場,33.1246205,139.7984421,check,landmark:岬
2,②地形系（島）,第6銀鳳(クイオバエル),東京都,沖ノ鳥島岩礁,20.4255723,136.0810829,check,landmark:島
2,②地形系（池）,第7金麟(ノエオニルイ),東京都,皇居東御苑の二の丸庭園の池,35.6876106,139.7589623,check,landmark:池
2,②地形系（岩場）,第8青麟(ヤオベ),東京都,千両池の海岸岩場,34.1897343,139.1207985,check,landmark:岩場
2,②地形系（沖合）,第9白銀龍(ヌブイ・ハオ),東京都,西海岸(玉の浜)から1km沖合の海底岩峰,34.73,139.35,check,landmark:沖合
2,②地形系（滝壺）,第5白武(テウルエオリ),栃木県,華厳の滝(97m)の滝壺,36.7380893,139.501941,check,landmark:滝壺
2,②地形系（滝）,第7緑麟(ヌビエリゲ),栃木県,湯ノ湖(湯滝の上の湖畔),36.795418,139.428549,check,landmark:滝
2,②地形系（滝壺）,第7群青龍(ヌキアイ),栃木県,おしらじの滝の滝壺(おしらじブルー),36.9220904,139.8266442,check,landmark:滝壺
2,②地形系（岳）,第9橙麟(ルエガヒエイ),栃木県,那須岳(=茶臼岳: 1915m),37.1426503,139.9552878,check,landmark:岳
2,②地形系（島）,第2銀麟(ニオ・ヌイヨ),沖縄県,神山島(岩礁)那覇港の北西4km:【ヤエゲリア龍神】,26.2372576,127.6732489,check,landmark:島
2,②地形系（鍾乳洞）,第3白武(ノイグフエリ),沖縄県,保良泉鍾乳洞の突き当たり(海岸線から3km地点の海底),24.73,125.52,check,landmark:鍾乳洞
2,②地形系（鍾乳洞）,第4白銀鳳(デジ・ガガズ),沖縄県,石垣島鍾乳洞の内部(突き当り),24.3617425,124.1544657,check,landmark:鍾乳洞
2,②地形系（島）,第4白麟(ヌビエグ),沖縄県,西崎(イリザキ)の龍神島最西端のトゥイシ岩礁,26.1433079,127.6613825,check,landmark:島
2,②地形系（岬）,第7紫麟(ルワナネメ),沖縄県,赤丸岬の突端の岩島,26.7457675,128.1531653,check,landmark:岬
2,②地形系（池）,第3黄龍(ビエオライン),熊本県,菊池渓谷(広河原流域)の瀬壺,33.0008087,130.9508721,check,landmark:池
2,②地形系（岳）,第4白鳳(ゾシゲワエイ),熊本県,阿蘇中岳(1506m)の第1火口,32.8837955,131.0965084,check,landmark:岳
2,②地形系（池）,第4緑龍(フイオナルス),熊本県,幣立神宮の御手洗の池,32.6871196,131.1357554,check,landmark:池
2,②地形系（山頂）,第6白銀麟(テソケ・ジデ),熊本県,仰(のけ)烏帽子山(1302m)の山頂,32.8739177,131.057862,check,landmark:山頂
2,②地形系（山頂）,第6白麟(ルンチゼテラ),熊本県,(阿蘇)根子(ネコ)岳山頂(1433m),32.8835183,131.1443493,check,landmark:山頂
2,②地形系（滝壺）,第2白銀龍(デシトヌエオ),石川県,綿ケ滝(わたがたき)の滝壺,36.3408006,136.6353767,check,landmark:滝壺
2,②地形系（鍾乳洞）,第7銀龍(フナゲエビア),石川県,日本海の海底鍾乳洞(海面下400m)大和堆中央,39,135,check,landmark:鍾乳洞
2,②地形系（岬）,第9銀武(フエフエオヤ),石川県,能登半島珠洲岬(金剛崎)聖域の岬,37.5156257,137.3461028,check,landmark:岬
2,②地形系（湖）,第6橙麟(ルーキケヨル),神奈川県,箱根山(1438m)・芦ノ湖,35.2333,139.0208,check,landmark:湖
2,②地形系（島）,第9青武(クエ),神奈川県,真鶴半島先端の三ツ石の岩場,35.1374606,139.1636448,check,landmark:島
2,②地形系（湿原）,第4橙武(レイネヒエン),福井県,赤兎山(1628m)・赤池湿原,36.0675701,136.6618493,check,landmark:湿原
2,②地形系（湖）,第5銀麟(コイヒケオル),福井県,九頭竜湖の中央南岸部(県道230号線側),35.8383787,136.6246598,check,landmark:湖
2,②地形系（岩場）,第5青武(チエイル),福井県,門ヶ崎の突端の岩場,35.7346385,135.974704,check,landmark:岩場
2,②地形系（岩場）,第9青龍(ギア・ナイル),福井県,越前海岸の岩場,35.9816516,135.9583014,check,landmark:岩場
2,②地形系（池）,第1紫龍(リーキシルゴ),福岡県,水天宮総本宮の境内の池,33.3203915,130.496016,check,landmark:池
2,②地形系（池）,第4銀武(ヌネア・ドブ),福岡県,太宰府天満宮の菖蒲池,33.5202587,130.5353648,check,landmark:池
2,②地形系（海岸）,第4青鳳(ヤオクエ),福岡県,部埼(へさき)灯台(九州最北東端)の海岸,33.9593936,131.0229579,check,landmark:海岸
